"","waldStat","df","pvalue","logFClineage1","logFClineage2","logFClineage3","logFClineage4","logFClineage5","feature_id"
"Cd24a",21.9792986667214,5,0.000528363990027758,0.133299152402795,-0.0780144104834039,-0.227046104672583,-0.113261326978509,-0.0867393559260315,"Cd24a"
"Kiaa0028;Lars2",21.8189772846733,5,0.000566749608410633,0.188851215428294,-0.0308866513044992,-0.0872711861075678,-0.320405299163621,0.0655407211479636,"Kiaa0028;Lars2"
"Dad1",21.614603799328,5,0.000619692007912898,0.145636566334275,0.29266212638514,0.102008081177072,-0.0378865759896888,0.203584992475931,"Dad1"
"Pnp",21.3699555254173,5,0.000689509199827909,0.0416936602984326,0.277366368435025,0.21504333662024,0.156683332099106,0.296000511226641,"Pnp"
"Chchd10",21.2768714013604,5,0.000718062581122614,-0.0416449577618562,-0.257615172395909,-0.293175299454494,-0.110200796278896,-0.0101991751590993,"Chchd10"
"Rexo2",21.2120928529765,5,0.000738617809902253,0.00639594250078786,-0.221034886425219,-0.164806268152369,-0.171661884890477,-0.0236560074368644,"Rexo2"
"Sphk1",21.0359664049471,5,0.000797482545813022,-0.101454372843073,0.156794017061691,0.723143134640425,0.554849990848486,0.825961238756126,"Sphk1"
"1100001G20Rik",21.0013991452391,5,0.000809566718789734,-0.670898846192551,1.31026062224732,8.60817133016998,0.0477454538347589,1.45249296503577,"1100001G20Rik"
"Nop58",20.9313807786903,5,0.000834599466640218,0.124406945498639,0.00589361790864437,0.0678030801312684,0.0252217844075846,0.0363940183963869,"Nop58"
"Rhd",20.8417478259939,5,0.000867760142103657,0.136442896342993,0.571258347877244,0.574723966381163,1.17826646375236,0.621145935144089,"Rhd"
"Ermap",19.9509089567543,5,0.00127651786411109,-0.0173132042891375,0.259249036854654,1.36006389936709,0.701044746926635,0.980749891572626,"Ermap"
"Canx",19.7961672190308,5,0.00136470425000501,0.00241552933127552,-0.180240800799938,-0.146403508950855,-0.134697912725398,-0.135488251643087,"Canx"
"Eprs",19.7842624798149,5,0.00137173164492288,0.16456616705875,0.0345044931173176,-0.0517799058230032,0.00682242239080601,0.07350806971941,"Eprs"
"Hars",19.3621602578194,5,0.00164525588323139,-0.00607599393686812,-0.191592385246182,-0.114725584963942,-0.182884299165067,-0.194251574468344,"Hars"
"Pdap1",19.17747941906,5,0.00178116431877662,-0.00483717102398321,-0.121730869362515,-0.170261319463622,-0.140900815686877,-0.0693030299622705,"Pdap1"
"2810417H13Rik",18.9254475947865,5,0.00198457004948571,0.177134200479774,-0.27441743421513,-0.385856295280413,-0.465100971585785,-0.357918461529983,"2810417H13Rik"
"Bat2d;Prrc2c;Bat2l2",18.4676801333123,5,0.00241392931095619,0.129438099296489,0.00719299349707854,-0.0503471853548709,-0.156228295977653,0.0430530574734269,"Bat2d;Prrc2c;Bat2l2"
"Supt16h",18.2630675131976,5,0.00263415086830965,0.177033254512249,0.106918224835442,0.0879957571968956,-0.0245870904604763,0.174412248376908,"Supt16h"
"Cpox",17.5976341753606,5,0.00349534461418988,0.0330581599673315,0.0173255340768972,0.30803082135859,0.435705933630467,0.349342894240365,"Cpox"
"Lyz1;Lyz2",17.515319346561,5,0.00361939637268294,0.185162641306759,0.347407236507643,-0.202824347456071,0.20008822159471,0.0455772197504198,"Lyz1;Lyz2"
"Cox7b",16.4812257193402,5,0.00559637663993329,0.0456271175302226,0.71639188227116,-0.128260982771981,-0.210814718172485,0.0345531111030263,"Cox7b"
"Eif4g2",15.8453559386417,5,0.00729974276518852,0.0435697262059025,-0.167708161141809,-0.162305524218018,-0.132889967462658,-0.0401709016304076,"Eif4g2"
"Mns1",15.2207591885061,5,0.0094595635161252,-0.129847555265368,-0.100502854458258,0.0177180979161615,0.216903642351879,0.130768630748451,"Mns1"
"Hist1h1a",14.385571987428,5,0.0133370955977924,0.0170416130752214,0.0822975618814751,-0.385051658584184,0.0890573267635716,-0.0940003293868473,"Hist1h1a"
"Cbx5",14.0237770311268,5,0.0154590845911895,0.155534314366398,-0.0323052799969035,0.10091901004361,0.175304742764996,0.00408849584031937,"Cbx5"
"Mthfd1",13.9790161016232,5,0.0157432594329335,0.033611784511948,-0.226834970399102,-0.0581034183798664,0.0801165262655693,0.0695674471868513,"Mthfd1"
"Gspt1",13.7651998048893,5,0.017171738618591,0.0815794534024408,-0.0851005023131993,-0.16145531817191,-0.107349832193868,0.02637307337035,"Gspt1"
"Kcnn4",13.6201249030497,5,0.0182112855643197,-0.0142776185334618,-0.078164280613448,-0.103109688400438,-0.176981525583342,0.0680723506239478,"Kcnn4"
"Nars",12.3478754885874,5,0.0303198035512855,-0.00592691128686181,-0.0800823602484914,-0.0951731173829388,-0.194351428855469,-0.202197813507299,"Nars"
"Eif3a;AK087340",11.4067667456601,5,0.0438855350344558,0.0818821132209116,0.0163896022110139,-0.126827713877333,-0.109811416797924,-0.0338831686904188,"Eif3a;AK087340"
"Ccdc23",11.3108929048897,5,0.0455526722788374,0.000408275412729835,-0.108449484227423,0.152450678290535,-0.166208603152902,0.0194562378874207,"Ccdc23"
"Ddx21",11.1525969379163,5,0.0484369865808002,0.0218910898174512,-0.0922370454899618,-0.124206775469247,-0.0405057178880232,0.0303897941188495,"Ddx21"
